営業者氏名,郵便番号,営業所所在地,営業所所在地ビル名,営業所電話番号,屋号,業種,業態,指令番号県記号,指令番号発令記号,指令番号（許可番号）,許可終了日,許可・交付日,初年度許可・交付日
株式会社　御膳屋,812-0027,福岡市博多区下川端町２番１号,博多座西銀再開発ビル　Ｂ２Ｆ,092-281-1388,御膳屋菴離,食肉販売業,一般,福,博保衛,32330095,2026/12/31,2020/11/25,2020/11/25
株式会社　御膳屋,812-0027,福岡市博多区下川端町２番１号,博多座西銀再開発ビル　Ｂ２Ｆ,092-281-1388,御膳屋菴離,そうざい製造業,なし,福,博保衛,32570015,2026/12/31,2020/11/25,2020/11/25
株式会社　御膳屋,812-0027,福岡市博多区下川端町２番１号,博多座西銀再開発ビル　Ｂ２Ｆ,092-281-1388,御膳屋菴離,菓子製造業,一般,福,博保衛,32050024,2026/12/31,2020/11/25,2020/11/25
株式会社　やま中,812-0013,福岡市博多区博多駅東二丁目４番６号,ハカタベビル　２Ｆ,092-260-8517,博多もつ鍋　やま中博多店,飲食店営業,一般食堂,福,博保衛,32010381,2026/12/31,2020/11/25,2020/11/25
株式会社　やま中,812-0013,福岡市博多区博多駅東二丁目４番６号,ハカタベビル　２Ｆ,092-260-8517,博多もつ鍋　やま中博多店,食肉販売業,一般,福,博保衛,32330086,2026/12/31,2020/11/25,2020/11/25
株式会社　ナイン,812-0016,福岡市博多区博多駅南一丁目２番１８号,１Ｆ,092-472-1129,肉いち,飲食店営業,一般食堂,福,博保衛,32020379,2026/12/31,2020/11/25,2014/12/15
日本遠洋旋網漁業協同組合,810-0072,福岡市中央区長浜三丁目１３番２号,４Ｆ・２Ｆ,092-711-6361,エンマキ　製氷冷凍工場,氷雪製造業,一般,福,中保衛,32640001,2026/12/31,2020/11/25,1991/11/5
,810-0011,福岡市中央区高砂一丁目１６番３６号,ライオンズマンション高砂１Ｆ,092-524-3248,仁和加,飲食店営業,一般食堂,福,中保衛,32020295,2026/12/31,2020/11/25,2014/11/17
有限会社ミラクルズ,810-0011,福岡市中央区高砂二丁目６番１８号,,092-525-4016,ル　ミストラル,飲食店営業,レストラン,福,中保衛,32020294,2026/12/31,2020/11/25,2008/11/27
,810-0001,福岡市中央区天神三丁目３番７号,天神応順ビル１・２Ｆ,092-712-3093,風街,飲食店営業,一般食堂,福,中保衛,32020296,2026/12/31,2020/11/25,1996/10/18
,810-0062,福岡市中央区荒戸二丁目４番１号,,092-713-8377,ＴＯＭＯ,飲食店営業,一般食堂,福,中保衛,32020297,2026/12/31,2020/11/25,2014/10/10
株式会社ＮＵＲ,810-0041,福岡市中央区大名一丁目１２番６号,３Ｆ,092-732-3311,イタリアン酒場イソラ,飲食店営業,一般食堂,福,中保衛,32010616,2026/12/31,2020/11/25,2020/11/25
株式会社ＴＭＦ,810-0022,福岡市中央区薬院三丁目１６番２６号,西鉄薬院ビル１Ｆ,092-521-2488,元祖　ぴかいち　薬院店,飲食店営業,一般食堂,福,中保衛,32010441,2026/12/31,2020/11/25,2020/11/25
,810-0044,福岡市中央区六本松一丁目２番１４号,,092-207-3434,すし宗,魚介類販売業,一般,福,中保衛,32130040,2026/12/31,2020/11/25,2020/11/25
,810-0041,福岡市中央区大名一丁目８番３３号,大名エイトビル１０３,092-712-9323,歌志軒　大名,飲食店営業,一般食堂,福,中保衛,32010599,2026/12/31,2020/11/25,2020/11/25
,810-0001,福岡市中央区天神二丁目６番２０号,鞍垣ビル２階,092-761-6777,美庵,飲食店営業,一般食堂,福,中保衛,32020298,2026/12/31,2020/11/25,1986/10/9
,811-1346,福岡市南区老司二丁目２番３号,クレットハイム　１Ｆ,092-565-4108,ふきよせ,飲食店営業,一般食堂,福,南保衛,32020111,2026/12/31,2020/11/25,2014/12/10
株式会社セレーノ,815-0063,福岡市南区柳河内一丁目２番２号,,092-511-4400,ベビーフェイスプラネッツ野間大池店,飲食店営業,レストラン,福,南保衛,32020112,2026/12/31,2020/11/25,2008/12/9
株式会社ＮＥＸＴ,811-1323,福岡市南区弥永一丁目３４番６－１０２,,092-231-0778,よもぎ肉うどん・角打ち　一,飲食店営業,一般食堂,福,南保衛,32010104,2026/12/31,2020/11/25,2020/11/25
,814-0002,福岡市早良区西新五丁目４番２１－６号,,092-851-7096,中華そば　六,飲食店営業,一般食堂,福,早保衛,32020131,2026/12/31,2020/11/25,2008/10/28
有限会社匠,814-0165,福岡市早良区次郎丸五丁目１６番１５号,,092-873-3395,宅配クック１２３福岡西店,飲食店営業,弁当屋,福,早保衛,32010118,2026/12/31,2020/11/25,2020/11/25
株式会社きびる,814-0001,福岡市早良区百道浜二丁目３番２号,ＴＮＣ放送会館　１Ｆ,092-836-5945,カフェオットー　モモチハマ,飲食店営業,一般食堂,福,早保衛,32010121,2026/12/31,2020/11/25,2020/11/25
株式会社きびる,814-0001,福岡市早良区百道浜二丁目３番２号,ＴＮＣ放送会館　１Ｆ,092-836-5945,カフェオットー　モモチハマ,そうざい製造業,なし,福,早保衛,32570007,2026/12/31,2020/11/25,2020/11/25
株式会社墨朋,819-0055,福岡市西区生の松原一丁目３４番３５号,,092-707-7597,生之松原測候所,飲食店営業,一般食堂,福,西保衛,32010076,2026/12/31,2020/11/25,2020/11/25
,813-0003,福岡市東区香住ヶ丘二丁目１２番２２号,,092-681-7889,ホットドック Ｄａｉｍｏｎ,飲食店営業,一般食堂,福,東保衛,32020126,2026/12/31,2020/11/26,2002/10/18
ビーエルダイニング株式会社,813-0044,福岡市東区千早三丁目６番３７号,,,ビーエルダイニング,そうざい製造業,なし,福,東保衛,32570003,2026/12/31,2020/11/26,2020/11/26
ビーエルダイニング株式会社,813-0044,福岡市東区千早三丁目６番３７号,,,ビーエルダイニング,飲食店営業,弁当屋,福,東保衛,32010139,2026/12/31,2020/11/26,2020/11/26
株式会社　博多ニシムラ魚肉加工,812-0888,福岡市博多区板付二丁目７番２７号,,092-915-9898,（株）博多ニシムラ魚肉加工,魚肉ねり製品製造業,一般,福,博保衛,32180003,2026/12/31,2020/11/26,1979/10/4
,812-0016,福岡市博多区博多駅南二丁目３番１８号,大真ビル　２Ｆ,092-483-3872,月婷,飲食店営業,一般食堂,福,博保衛,32010467,2026/12/31,2020/11/26,2020/11/26
,810-0801,福岡市博多区中洲四丁目１番１８号,セブンビル２　５階　５０１号室,,ＲＥＡＬ,飲食店営業,バー,福,博保衛,32010457,2026/12/31,2020/11/26,2020/11/26
株式会社　宝縁,810-0801,福岡市博多区中洲五丁目４番１０号,グランエターナ福岡天神橋　２階,092-263-3099,博多かんべえ別邸,そうざい製造業,なし,福,博保衛,32570013,2026/12/31,2020/11/26,2020/11/26
株式会社　宝縁,810-0801,福岡市博多区中洲五丁目４番１０号,グランエターナ福岡天神橋　２階,092-263-3099,博多かんべえ別邸,めん類製造業,一般,福,博保衛,32550004,2026/12/31,2020/11/26,2020/11/26
,812-0044,福岡市博多区千代一丁目１６番１６号,,092-651-4848,福豆屋,菓子製造業,一般,福,博保衛,32050025,2026/12/31,2020/11/26,2020/11/26
株式会社　アリアプロジェット,810-0801,福岡市博多区中洲四丁目１番１号,あざみビル　１階、２階,092-283-4343,会員制　アリア,飲食店営業,カフェー,福,博保衛,32010472,2026/12/31,2020/11/26,2020/11/26
,810-0801,福岡市博多区中洲四丁目１番３３号,第一タワービル　４階　Ａ号室,092-281-9059,Ｌｏｏｃ,飲食店営業,一般食堂,福,博保衛,32010455,2026/12/31,2020/11/26,2020/11/26
,812-0017,福岡市博多区美野島三丁目１５番６号,シティライフ博多駅南　１F,092-481-5220,下町屋,飲食店営業,一般食堂,福,博保衛,32020384,2026/12/31,2020/11/26,2008/12/24
株式会社　レインボーカラー,812-0011,福岡市博多区博多駅前二丁目３番１４号,マルイト博多ビル　２Ｆ,092-477-6101,ふとっぱら　博多駅博多口店,飲食店営業,一般食堂,福,博保衛,32020382,2026/12/31,2020/11/26,2008/11/28
,810-0801,福岡市博多区中洲三丁目６番７号,ギャラリー山本ビル　５階,092-272-1517,Ｒ’ｓ　ｇ♡ ｂ,飲食店営業,バー,福,博保衛,32020381,2026/12/31,2020/11/26,2014/10/21
,810-0004,福岡市中央区渡辺通二丁目３番８号,渡辺通カステリア１Ｆ,092-734-3450,フルールアミ,飲食店営業,一般食堂,福,中保衛,32020299,2026/12/31,2020/11/26,2014/10/9
,810-0041,福岡市中央区大名一丁目１４番４５号,鴻池ビルＢ１,092-716-3483,テイスト　ファイブ,飲食店営業,主として喫茶,福,中保衛,32020300,2026/12/31,2020/11/26,2002/12/13
,810-0021,福岡市中央区今泉一丁目２１番１０号,ウイングボックス天神４０Ａ,092-711-0300,スナック未知世,飲食店営業,バー,福,中保衛,32020301,2026/12/31,2020/11/26,2008/11/12
,810-0012,福岡市中央区白金一丁目１番１２号,アサリコーポラス２０４,092-534-2188,四季のお料理　こやしき,飲食店営業,一般食堂,福,中保衛,32020302,2026/12/31,2020/11/26,2008/11/28
,810-0002,福岡市中央区西中洲４番６号,リップルビル１階,092-733-1046,ＭＹＭＯＮ西中洲,飲食店営業,バー,福,中保衛,32010600,2026/12/31,2020/11/26,2020/11/26
,810-0014,福岡市中央区平尾二丁目２番２１号,シティマンション平尾Ⅱ　１０２,092-522-5488,GOLF　BAR　D　RUSH,飲食店営業,バー,福,中保衛,32020303,2026/12/31,2020/11/26,2014/12/18
,811-1302,福岡市南区井尻五丁目７番２１号,シャトレ上の原３号室,092-585-5333,鉄板　がく,飲食店営業,一般食堂,福,南保衛,32020115,2026/12/31,2020/11/26,2008/10/27
株式会社マルキョウ,811-1361,福岡市南区西長住三丁目１３番２０号,,092-512-0028,株式会社マルキョウ桧原店,飲食店営業,すし屋,福,南保衛,32010097,2026/12/31,2020/11/26,2020/11/26
株式会社マルキョウ,811-1361,福岡市南区西長住三丁目１３番２０号,,092-512-0028,株式会社マルキョウ桧原店,菓子製造業,一般,福,南保衛,32050019,2026/12/31,2020/11/26,2020/11/26
,814-0104,福岡市城南区別府一丁目１番１号,,092-841-2988,博多しゃぶしゃぶ　あり田,飲食店営業,一般食堂,福,城保衛,32020045,2026/12/31,2020/11/26,2014/12/8
株式会社ウエスト,814-0032,福岡市早良区小田部二丁目１番２６号,,092-843-0011,（株）ウエスト原店　焼肉コーナー,飲食店営業,一般食堂,福,早保衛,32020133,2026/12/31,2020/11/26,2008/11/27
合資会社フォレスト,814-0031,福岡市早良区南庄二丁目１２番２号,,092-831-6625,ローソン南庄２丁目店,飲食店営業,一般食堂,福,早保衛,32020134,2026/12/31,2020/11/26,2008/11/28
,814-0006,福岡市早良区百道一丁目４番１５号　Ｂ１Ｆ,,,広島お好み焼き・鉄板焼　Ｌａｂｏ　とものや,飲食店営業,一般食堂,福,早保衛,32010085,2026/12/31,2020/11/26,2020/11/26
株式会社HR,814-0032,福岡市早良区小田部一丁目１８番１０号,,092-822-8266,来来亭　小田部店,飲食店営業,一般食堂,福,早保衛,32010126,2026/12/31,2020/11/26,2020/11/26
,819-0167,福岡市西区今宿二丁目５番４－１０５号,エムスクエア,092-806-6024,インド料理サプナ　ＩＮＤＩＡＮ　ＲＥＳＴＡＵＲＡＮＴ　　ＳＡＰＵＮＡ,飲食店営業,一般食堂,福,西保衛,32020089,2026/12/31,2020/11/26,2008/11/18
,819-0201,福岡市西区宮浦２０２３番地１,,092-809-1730,やきとり海香,飲食店営業,一般食堂,福,西保衛,32020088,2026/12/31,2020/11/26,1980/12/19
,819-0002,福岡市西区姪の浜四丁目２３番１０号１Ｆ,ＢＥ－ＳＱＵＡＲＥビル,092-834-3939,ａｎｉｍａ,飲食店営業,一般食堂,福,西保衛,32010077,2026/12/31,2020/11/26,2020/11/26
,812-0054,福岡市東区馬出二丁目２番１２号,柴田ビル１F,092-641-8288,楽食 あかぎんち,飲食店営業,一般食堂,福,東保衛,32020128,2026/12/31,2020/11/27,2014/10/16
,813-0031,福岡市東区八田一丁目６番２４号,,092-691-2839,土井　千鳥寿司,飲食店営業,一般食堂,福,東保衛,32010138,2026/12/31,2020/11/27,2020/11/27
,810-0801,福岡市博多区中洲二丁目６番１２号,中洲セントラル第５ラインビル　６階　７号室,092-271-1481,ＭＥＭＢＥＲＳ　Ｍ,飲食店営業,バー,福,博保衛,32010468,2026/12/31,2020/11/27,2020/11/27
株式会社　鮨隆・本店,812-0013,福岡市博多区博多駅東一丁目１２番１号,,092-431-6046,鮨隆,飲食店営業,すし屋,福,博保衛,32020387,2026/12/31,2020/11/27,2008/11/4
有限会社　水たき長野,812-0020,福岡市博多区対馬小路１番６号,,092-281-2200,水たき長野,飲食店営業,料理店,福,博保衛,32020386,2026/12/31,2020/11/27,1986/11/6
,810-0801,福岡市博多区中洲二丁目７番１０号,植田ビル　２階　２０１号,092-291-8025,Ｍｉｃｈｉｋｏ,飲食店営業,バー,福,博保衛,32020388,2026/12/31,2020/11/27,2014/12/12
,812-0011,福岡市博多区博多駅前四丁目１５番１６号,２Ｆ,092-474-3130,Ｔｒｕｅ　Ｃｏｌｏｒ,飲食店営業,一般食堂,福,博保衛,32020385,2026/12/31,2020/11/27,2014/11/26
,810-0073,福岡市中央区舞鶴一丁目３番５号,,092-732-8241,此乃美　舞鶴本店,飲食店営業,一般食堂,福,中保衛,32010627,2026/12/31,2020/11/27,2020/11/27
,810-0002,福岡市中央区西中洲３番６号,蓮スクエア３０１,,シーシャラウンジ　ペルシア,飲食店営業,バー,福,中保衛,32010623,2026/12/31,2020/11/27,2020/11/27
ＪＲ九州フードサービス株式会社,810-0001,福岡市中央区天神二丁目９番１８号,福岡パルコ新館Ｂ２Ｆ,092-235-7436,スープストックトーキョー　福岡パルコ店,飲食店営業,一般食堂,福,中保衛,32020305,2026/12/31,2020/11/27,2014/10/22
,811-1356,福岡市南区花畑一丁目７番１４号,,092-554-2875,ファミリーマート福岡花畑１丁目店,飲食店営業,一般食堂,福,南保衛,32010116,2026/12/31,2020/11/27,2020/11/27
株式会社魚国総本社,814-0014,福岡市早良区弥生二丁目３番２５号,,092-847-1518,魚国総本社・福岡２９１８４９,飲食店営業,一般食堂,福,早保衛,32020135,2026/12/31,2020/11/27,2014/11/21
株式会社魚国総本社,814-0015,福岡市早良区室見二丁目１５番２７号,,092-847-1515,魚国総本社・福岡２９１８５０,飲食店営業,一般食堂,福,早保衛,32020136,2026/12/31,2020/11/27,2014/12/3
,814-0033,福岡市早良区有田三丁目１番１２号,,092-851-9707,やすかば食堂,飲食店営業,一般食堂,福,早保衛,32020137,2026/12/31,2020/11/27,2002/12/4
東洋カンパニー株式会社,814-0032,福岡市早良区小田部六丁目１１番１５号,,092-822-0112,東洋カンパニー株式会社　原口病院事業所,飲食店営業,一般食堂,福,早保衛,32010125,2026/12/31,2020/11/27,2020/11/27
福岡市農業協同組合,819-0162,福岡市西区今宿青木２５１番地１,,092-807-1233,ＪＡファーム福岡調理室,飲食店営業,弁当屋,福,西保衛,32020090,2026/12/31,2020/11/27,2014/12/15
株式会社 笑,813-0044,福岡市東区千早一丁目９番２－１０８号,,092-661-6620,肉屋,食肉販売業,一般,福,東保衛,32340036,2026/12/31,2020/11/30,2008/11/4
,811-0321,福岡市東区西戸崎三丁目１番１号,,092-603-0114,堀井酒店,飲食店営業,一般食堂,福,東保衛,32020130,2026/12/31,2020/11/30,2002/12/9
Ｋフードサービス株式会社,812-0054,福岡市東区馬出二丁目１番１０号川口ビル１Ｆ,,092-409-5847,桜家,飲食店営業,一般食堂,福,東保衛,32010137,2026/12/31,2020/11/30,2020/11/30
合同会社　そらＢＥＮ,812-0011,福岡市博多区博多駅前二丁目１０番１２号,,092-471-6713,ほっともっと　博多駅前２丁目店,飲食店営業,弁当屋,福,博保衛,32010486,2026/12/31,2020/11/30,2020/11/30
トリゼンダイニング　株式会社,812-0041,福岡市博多区吉塚一丁目１４番６号,,092-409-3209,アジアンプラザ,飲食店営業,一般食堂,福,博保衛,32010482,2026/12/31,2020/11/30,2020/11/30
,810-0801,福岡市博多区中洲二丁目８番２号,パインコート中洲ビル　４階　４０３号室,,ＭＫ５,飲食店営業,バー,福,博保衛,32010494,2026/12/31,2020/11/30,2020/11/30
,810-0801,福岡市博多区中洲二丁目６番７号,ジョイフルヤマモトビル　６階　６号室,092-282-5737,ＰＬＡＮＥＴＡＲＩＵＭ,飲食店営業,バー,福,博保衛,32010497,2026/12/31,2020/11/30,2020/11/30
